Scene_ID,Character,Dialogue,Scene_Description,Metadata
50.0,TROI,How can you be certain?,[Enterprise-E observation lounge],
50.0,PICARD,I know how he thinks.,[Enterprise-E observation lounge],
50.0,RIKER,Destroy humanity. You cripple the Federation.,[Enterprise-E observation lounge],
50.0,PICARD,The Romulans invade...,[Enterprise-E observation lounge],
50.0,RIKER,No way of penetrating his cloak?,[Enterprise-E observation lounge],
50.0,LAFORGE,No.,[Enterprise-E observation lounge],
50.0,RIKER,So he could pass within ten metres of every ship in Starfleet and they'd never know.,[Enterprise-E observation lounge],
50.0,CRUSHER,We do have one advantage though. He needs your blood to live. He might come after you first.,[Enterprise-E observation lounge],
50.0,PICARD,I'm counting on it. We've been ordered to head to sector ten forty-five. Our fleet has diverted to meet us there.,[Enterprise-E observation lounge],
50.0,RIKER,Strength in numbers?,[Enterprise-E observation lounge],
50.0,PICARD,At least that's what we hope. ...He must not be allowed to use that weapon. All other concerns are secondary. ...You understand me?,[Enterprise-E observation lounge],
50.0,RIKER,Yes sir.,[Enterprise-E observation lounge],
50.0,PICARD,All hands. Battle stations!,[Enterprise-E observation lounge],
51.0,,,[Enterprise-E engineering],
51.0,LAFORGE,Initiate the forcefield!,[Enterprise-E engineering],
51.0,,,[Enterprise-E engineering],
52.0,,,[Scimitar bridge],
52.0,,,[Scimitar bridge],"Captain's Personal log, supplemental. We're heading toward Federation space at maximum warp. The crew has responded with the dedication I've come to expect of them. And like a thousand other commanders on a thousand other battlefields, I wait for the dawn."
52.0,SHINZON,How long?,[Scimitar bridge],
52.0,VICEROY,A matter of hours. We must begin the procedure now.,[Scimitar bridge],(the Viceroy puts his hand on Shinzon's chest)
52.0,SHINZON,How long until we reach the Rift?,[Scimitar bridge],
52.0,VICEROY,Seven minutes.,[Scimitar bridge],
52.0,,,[Scimitar bridge],
53.0,,,[Enterprise-E Astrometrics],
53.0,PICARD,"Data, what's our current position? ...How soon until we reach the fleet?",[Enterprise-E Astrometrics],(the Scimitar is in immediate pursuit of the Enterprise)
53.0,DATA,At our current velocity we will arrive at sector ten forty-five in approximately forty minutes.,[Enterprise-E Astrometrics],
53.0,PICARD,'For now we see but through a glass darkly',[Enterprise-E Astrometrics],
53.0,DATA,Sir?,[Enterprise-E Astrometrics],
53.0,PICARD,He said he's a mirror.,[Enterprise-E Astrometrics],
53.0,DATA (OC),"Of you, sir?",[Enterprise-E Astrometrics],
53.0,PICARD,Yes.,[Enterprise-E Astrometrics],
53.0,DATA,"I do not agree. Although you share the same genetic structure, the events of your life have created a unique individual.",[Enterprise-E Astrometrics],
53.0,PICARD,"If I had lived his life, is it possible I would have rejected my humanity?",[Enterprise-E Astrometrics],
53.0,DATA,"The B-4 is physically identical to me, although his neural pathways are not as advanced. But even if they were, he would not be me.",[Enterprise-E Astrometrics],
53.0,PICARD,How can you be sure?,[Enterprise-E Astrometrics],
53.0,DATA,"I aspire, sir, to be better than I am. B-4 does not. Nor does Shinzon.",[Enterprise-E Astrometrics],
53.0,DATA,We are passing through the Bassen Rift. The projection will return when we have cleared it.,[Enterprise-E Astrometrics],
53.0,PICARD,It's interfering with our uplink from Starfleet cartography?,[Enterprise-E Astrometrics],
53.0,DATA,The Rift effects all long-range communications.,[Enterprise-E Astrometrics],
53.0,PICARD,Commander Riker! Evasive maneuvers!,[Enterprise-E Astrometrics],
53.0,,,[Enterprise-E Astrometrics],
54.0,,,[Scimitar bridge],
54.0,SHINZON,Target weapons systems and shields. I don't want the Enterprise destroyed.,[Scimitar bridge],(the Enterprise is hit and more photon torpedoes streak towards it)
54.0,,,[Scimitar bridge],
54.0,SHINZON,"Can you learn to see in the dark, Captain?",[Scimitar bridge],
55.0,,,[Enterprise-E bridge],(hits on the Enterprise take down the warp core and the Scimitar decloaks)
55.0,PICARD,Report.,[Enterprise-E bridge],
55.0,RIKER,He's firing through the cloak. We can't get a lock.,[Enterprise-E bridge],
55.0,LAFORGE,"He hit our warp drive with his first shot. We've only got impulse, Captain.",[Enterprise-E bridge],
55.0,PICARD,"Mister Worf, prepare a full phaser spread, zero elevation. All banks on my mark. Scan for shield impacts. Stand by photon torpedoes.",[Enterprise-E bridge],
55.0,WORF,Aye sir.,[Enterprise-E bridge],
55.0,PICARD,Fire!,[Enterprise-E bridge],
55.0,,,[Enterprise-E bridge],
56.0,,,[Scimitar bridge],
56.0,SHINZON,"You're too slow, old man. Attack pattern Shinzon Theta.",[Scimitar bridge],(the Scimitar cloaks again)
57.0,,,[Enterprise-E bridge],
57.0,DATA,We are losing dorsal shields.,[Enterprise-E bridge],
57.0,PICARD,Full axis rotation to port! Fire all ventral phasers!,[Enterprise-E bridge],
57.0,WORF,Minimal damage to the Scimitar.,[Enterprise-E bridge],
57.0,RIKER,"Defensive pattern Kirk Epsilon. Get the shields online, Geordi.",[Enterprise-E bridge],
57.0,LAFORGE,I'm already on it.,[Enterprise-E bridge],
57.0,PICARD,"Counselor Troi, report to the bridge.",[Enterprise-E bridge],
57.0,WORF,"Captain, we are being hailed.",[Enterprise-E bridge],
57.0,PICARD,On screen.,[Enterprise-E bridge],
57.0,SHINZON (on viewscreen),"Captain Picard, will you join me in your ready room?",[Enterprise-E bridge],
58.0,,,[Enterprise-E ready room],
58.0,SHINZON,"You can't trace my holographic emitters, Captain, so don't bother. And you can't contact Starfleet. It's just the two of us now, Jean-Luc. ...As it should be.",[Enterprise-E ready room],
58.0,PICARD,Why are you here?,[Enterprise-E ready room],
58.0,SHINZON,To accept your surrender. I can clearly destroy you at any time. Lower your shields and I'll allow you to transport to my ship.,[Enterprise-E ready room],
58.0,PICARD,And the Enterprise?,[Enterprise-E ready room],
58.0,SHINZON,"I have little interest in your quaint vessel, Captain.",[Enterprise-E ready room],
58.0,PICARD,"Look at me, Shinzon. ...Your heart, your hands, your eyes are the same as mine. The blood pumping within you, the raw material is the same. We have the same potential.",[Enterprise-E ready room],
58.0,SHINZON,"That's the past, Captain.",[Enterprise-E ready room],
58.0,PICARD,"It can be the future. Buried deep within you, beneath all the years of pain and anger there is there is something that has never been nurtured. The potential to make yourself a better man, and that is what it is to be human. To make yourself more than you are. ...Oh yes, I know you. ...There was a time you looked at the stars and dreamed of what might be.",[Enterprise-E ready room],
58.0,SHINZON,"Childish dreams, Captain, lost in the dilithium mines of Remus. I am what you see now.",[Enterprise-E ready room],
58.0,PICARD,I see more than that. I see what you could be. ...The man who is Shinzon of Remus and Jean Luc Picard could never exterminate the population of an entire planet! He is better than that!,[Enterprise-E ready room],
58.0,SHINZON,He's what his life has made him!,[Enterprise-E ready room],
58.0,PICARD,And what will he do with that life? Waste it in a blaze of hatred? There is a better way.,[Enterprise-E ready room],
58.0,SHINZON,It's too late.,[Enterprise-E ready room],
58.0,PICARD,Never! Never! You still have a choice! Make the right one now!,[Enterprise-E ready room],
58.0,SHINZON,I can't ...fight what I am!,[Enterprise-E ready room],
58.0,PICARD,Yes you can!,[Enterprise-E ready room],
58.0,SHINZON,"I'll show you my true nature. Our nature. And as Earth dies, remember that I will always, forever, be Shinzon of Remus! And my voice shall echo through time long after yours has faded to the dim memory.",[Enterprise-E ready room],
59.0,,,[Scimitar bridge],
59.0,REMAN OFFICER,"Two ships decloaking, sir! Romulan!",[Scimitar bridge],
60.0,,,[Enterprise-E bridge],
60.0,RIKER,Captain! ...Just when I thought this couldn't get any worse.,[Enterprise-E bridge],
60.0,WORF (OC),We are being hailed.,[Enterprise-E bridge],
60.0,PICARD,On screen.,[Enterprise-E bridge],
60.0,DONATRA (on viewscreen),"Captain Picard, Commander Donatra of the warbird Valdore. Might we be of assistance?",[Enterprise-E bridge],
60.0,PICARD,Assistance?,[Enterprise-E bridge],
60.0,DONATRA (on viewscreen),The Empire considers this a matter of internal security. We regret you've become involved.,[Enterprise-E bridge],
60.0,PICARD,"Commander, when this is over, I owe you a drink.",[Enterprise-E bridge],
60.0,,,[Enterprise-E bridge],
60.0,,,[Enterprise-E bridge],
60.0,PICARD,You heard the lady. Let's go to work.,[Enterprise-E bridge],(the Valdore rocks from a blast)
61.0,,,[Enterprise-E bridge],"DONATRA (on viewscreen) Romulan ale, Captain. Let's get to work."
61.0,PICARD,"Mister Worf, coordinate our attack with the Valdore's tactical officer. Triangulate all fire on any shield impacts.",[Enterprise-E bridge],
61.0,WORF,Aye sir.,[Enterprise-E bridge],
61.0,DATA,Aft shields down to forty percent.,[Enterprise-E bridge],
61.0,RIKER,Keep our bow on the Scimitar. Auxiliary power to forward shields.,[Enterprise-E bridge],
61.0,LAFORGE,Aye sir.,[Enterprise-E bridge],
62.0,,,[Scimitar bridge],
62.0,SHINZON,Target the flanking warbird. All forward disruptor banks on my mark.,[Scimitar bridge],
62.0,,,[Scimitar bridge],
63.0,,,[Enterprise-E bridge],
63.0,DATA,Forward shields down to ten percent.,[Enterprise-E bridge],(one warbird is destroyed)
63.0,RIKER,Bring us about!,[Enterprise-E bridge],
64.0,,,[Scimitar bridge],
64.0,SHINZON,Drop cloak on the aft port quadrant. Prepare for full emergency stop.,[Scimitar bridge],
64.0,VICEROY,What?,[Scimitar bridge],
64.0,SHINZON,You heard me!,[Scimitar bridge],
65.0,,,[Valdore bridge],
65.0,DONATRA,He's losing his cloak! Stand by all forward disruptor banks!,[Valdore bridge],
66.0,,,[Scimitar bridge],
66.0,VICEROY,She's almost on us.,[Scimitar bridge],
66.0,SHINZON,...Not yet.,[Scimitar bridge],
66.0,VICEROY,Praetor!,[Scimitar bridge],
66.0,SHINZON,Full Stop! Fire!,[Scimitar bridge],
66.0,,,[Scimitar bridge],
67.0,,,[Scimitar bridge],
67.0,SHINZON,Restore the aft cloak and bring us about.,[Scimitar bridge],(Shinzon has a turn as the Valdore takes a big hit)
68.0,,,[Enterprise-E bridge],
68.0,DONATRA (on viewscreen),"I'm afraid that drink will have to wait, Captain.",[Enterprise-E bridge],
68.0,PICARD,Do you have life support?,[Enterprise-E bridge],
68.0,DONATRA (on viewscreen),For the moment. But we're dead in the water.,[Enterprise-E bridge],
68.0,PICARD,Understood.,[Enterprise-E bridge],
68.0,,,[Enterprise-E bridge],
68.0,DATA,"We are losing structural integrity on decks twelve through seventeen, sections four through ten.",[Enterprise-E bridge],
68.0,LAFORGE,Emergency forcefields are holding.,[Enterprise-E bridge],(the Enterprise takes a series of hits)
68.0,RIKER,Evacuate those decks and reroute field power to forward shields.,[Enterprise-E bridge],
68.0,TROI,"Captain, I think I may have a way to find them.",[Enterprise-E bridge],
69.0,,,[Scimitar bridge],
69.0,SHINZON,Prepare a lateral run. All starboard disruptors.,[Scimitar bridge],
69.0,,,[Scimitar bridge],
69.0,SHINZON,What is it? ...What is it?,[Scimitar bridge],
69.0,VICEROY,She's here!,[Scimitar bridge],(the Viceroy suddenly stiffens)
70.0,,,[Enterprise-E bridge],
70.0,,,[Enterprise-E bridge],
70.0,TROI,He's resisting me.,[Enterprise-E bridge],
71.0,,,[Scimitar bridge],(Troi's hand is on Worf's as they use the photon torpedo targeting display to beam her thoughts to the Scimitar)
71.0,VICEROY,No!,[Scimitar bridge],
72.0,,,[Enterprise-E bridge],
72.0,TROI,Remember ...me? ...Now!,[Enterprise-E bridge],
72.0,,,[Enterprise-E bridge],
72.0,PICARD,Fire at will!,[Enterprise-E bridge],
73.0,,,[Scimitar bridge],(Worf instantly fires a full volley of photon torpedoes)
73.0,SHINZON,Prepare a boarding party. ...Bring me Picard!,[Scimitar bridge],
73.0,VICEROY,(to a Reman guard as he exits) You!,[Scimitar bridge],
73.0,SHINZON,"Get the cloak back! Target all shield coordinates beta three. All disruptors, fire!",[Scimitar bridge],
74.0,,,[Enterprise-E bridge],
74.0,DATA,"Captain, we've lost ventral shielding on deck twenty-nine.",[Enterprise-E bridge],
74.0,PICARD,Divert all power and compensate.,[Enterprise-E bridge],
74.0,WORF,Intruder alert!,[Enterprise-E bridge],
74.0,PICARD,Number One.,[Enterprise-E bridge],
74.0,RIKER,Let's go.,[Enterprise-E bridge],
74.0,WORF,Security detail to deck twenty-nine.,[Enterprise-E bridge],
75.0,,,[Enterprise-E corridor],
75.0,WORF,The Romulans fought with honour.,[Enterprise-E corridor],
75.0,RIKER,"Yes they did, Mister Worf.",[Enterprise-E corridor],
75.0,,,[Enterprise-E corridor],
75.0,RIKER,"Worf, cover me!",[Enterprise-E corridor],
76.0,,,[Enterprise-E Jefferies tube],"(a massive firefight develops between the security detail, led by Riker and Worf, and the Viceroy and the boarding party. The Viceroy disappears into a Jeffries tube)"
76.0,,,[Enterprise-E Jefferies tube],
77.0,,,[Enterprise-E bridge],
77.0,,,[Enterprise-E bridge],(Riker searches for the Viceroy only to be jumped by him allowing the Viceroy to escape)
77.0,PICARD,Medical team to the bridge.,[Enterprise-E bridge],
77.0,,,[Enterprise-E bridge],"(the bridge is devastated by another attack, the hull is breached until a forcefield seals it)"
77.0,PICARD,Report.,[Enterprise-E bridge],
77.0,DATA,"We've exhausted our complement of photon torpedoes. Phaser banks are down to four percent, sir.",[Enterprise-E bridge],(Riker looks for the Viceroy who is striding through the ship)
77.0,PICARD,What if we targeted all phasers in a concentrated pattern?,[Enterprise-E bridge],
77.0,LAFORGE,"The Scimitar's shields are still at seventy percent. It would make no difference, Captain.",[Enterprise-E bridge],
77.0,,,[Enterprise-E bridge],
77.0,TROI,What's he doing?,[Enterprise-E bridge],
77.0,PICARD,"He wants to look me in the eye. ...We've got him. ...He thinks he knows exactly what I'm going to do. Geordi, divert all power to the engines. Take it from life support if you have to. Give me everything you've got.",[Enterprise-E bridge],(they watch the Scimitar through the hull breach)
77.0,LAFORGE,Ready Captain?,[Enterprise-E bridge],
77.0,DATA,"We're being hailed, sir.",[Enterprise-E bridge],
77.0,PICARD,"Deanna, stand by. ...Open a channel.",[Enterprise-E bridge],
77.0,SHINZON (on viewscreen),"I hope you're still alive, Jean Luc.",[Enterprise-E bridge],
77.0,PICARD,"Oh yes, I am.",[Enterprise-E bridge],
77.0,SHINZON (on viewscreen) (OC),Don't you think it's time to surrender? Why should the rest of your crew have to die?,[Enterprise-E bridge],
77.0,PICARD,"Shinzon, I don't think I ever told you about my first Academy evaluation. In particular I was thought to be extremely ...over-confident.",[Enterprise-E bridge],
77.0,SHINZON,"Captain, as much as I enjoy listening to you talk, I really think...",[Enterprise-E bridge],
77.0,PICARD,"On my mark, Deanna. ...All hands, brace for impact! ...Engage.",[Enterprise-E bridge],
78.0,,,[Scimitar bridge],
78.0,SHINZON,Hard to port!,[Scimitar bridge],
78.0,,,[Scimitar bridge],
79.0,,,[Scimitar bridge],
79.0,SHINZON,Divert all power to engines! ...Full reverse.,[Scimitar bridge],(a massive collision as the Enterprise slams into the Scimitar. Meanwhile Riker waylays the Viceroy)
79.0,,,[Scimitar bridge],
80.0,,,[Enterprise-E bridge],
80.0,PICARD,Computer. Stand by. Auto-destruct sequence omega. Recognise voice pattern Jean Luc Picard. Authorisation alpha alpha three zero five.,[Enterprise-E bridge],(as the ships disengage Riker and the Viceroy fight and with them eventually hanging in a vertical access tunnel Riker kicks the Viceroy free who falls to his death)
80.0,COMPUTER VOICE,Auto-destruct is off-line.,[Enterprise-E bridge],
81.0,,,[Scimitar bridge],
81.0,REMAN OFFICER,"Disruptors are not functional, sir.",[Scimitar bridge],
81.0,SHINZON,Deploy the weapon. Kill everything on that ship. Then set a course for Earth. We must complete our mission.,[Scimitar bridge],
81.0,SCIMITAR COMPUTER VOICE,Matrix initiated. ...Sequencing procedure for thalaron radiation transfer activated.,[Scimitar bridge],
81.0,SHINZON,"Some ideals are worth dying for, aren't they, Jean Luc?",[Scimitar bridge],
81.0,,,[Scimitar bridge],
81.0,SCIMITAR COMPUTER VOICE,Thalaron intermix procedure initiated. ...Deployment of targeting arms commencing.,[Scimitar bridge],
81.0,,,[Scimitar bridge],(the thalaron radiation is the same spiralling double-helix column of light as Senator Tal'aura's red box in the Senate chamber)
82.0,,,[Enterprise-E bridge],
82.0,PICARD,How long until he can fire?,[Enterprise-E bridge],
82.0,LAFORGE,"The targeting sequence should take about seven minutes, Captain. When the targeting arms are fully deployed the matrix on the bridge will relay the thalaron radiation to the firing points at the tips. No one on the Enterprise will survive.",[Enterprise-E bridge],
82.0,TROI,How can he? He'll kill you.,[Enterprise-E bridge],
82.0,PICARD,It's not about me anymore.,[Enterprise-E bridge],
82.0,PICARD,Prepare for a site-to-site transport.,[Enterprise-E bridge],
82.0,LAFORGE,"Captain, I don't think there's a transporter...",[Enterprise-E bridge],
82.0,PICARD,"That's an order, Commander.",[Enterprise-E bridge],
82.0,DATA,"Sir, allow me to go.",[Enterprise-E bridge],
82.0,PICARD,"Data, this is something I have to do.",[Enterprise-E bridge],
82.0,DATA,Sir.,[Enterprise-E bridge],
82.0,TROI,Let him go.,[Enterprise-E bridge],
82.0,PICARD,"You have the bridge, Commander. Try and put some distance between you and the Scimitar. Now, Mister La Forge.",[Enterprise-E bridge],
82.0,LAFORGE,Aye sir.,[Enterprise-E bridge],
82.0,,,[Enterprise-E bridge],
82.0,LAFORGE,That's it! Transporters are down.,[Enterprise-E bridge],
82.0,DATA,"Counselor Troi, please assume command. Geordi, come with me.",[Enterprise-E bridge],(Picard takes a phaser rifle and transports to the Scimitar)
82.0,,,[Enterprise-E bridge],
83.0,,,[Scimitar activation matrix],
83.0,SCIMITAR COMPUTER VOICE,Thalaron intermix level thirty percent.,[Scimitar activation matrix],"(while Picard fights the Remans aboard the Scimitar, Data leaps from a hull breach to the Scimitar after Geordi has momentarily disabled the forcefield)"
83.0,,,[Scimitar activation matrix],
84.0,,,[Scimitar bridge],
84.0,SCIMITAR COMPUTER VOICE,Four minutes to firing sequence.,[Scimitar bridge],(Data is climbing on the outside of the Scimitar)
84.0,,,[Scimitar bridge],
85.0,,,[Scimitar bridge],
85.0,,,[Scimitar bridge],(Data opens an access panel)
85.0,SCIMITAR COMPUTER VOICE,Thalaron intermix level fifty percent.,[Scimitar bridge],
85.0,,,[Scimitar bridge],"(Picard bursts onto the Scimitar bridge and a firefight starts. Shinzon staggers, the veins swelling on his forehead)"
85.0,SCIMITAR COMPUTER VOICE,Three minutes to firing sequence.,[Scimitar bridge],
85.0,,,[Scimitar bridge],(Picard downs three more Remans)
85.0,SCIMITAR COMPUTER VOICE,Thalaron intermix level sixty percent.,[Scimitar bridge],
85.0,,,[Scimitar bridge],(as Picard attempts to get to the matrix controls Shinzon wrestles him down but Picard breaks free)
85.0,SCIMITAR COMPUTER VOICE,Two minutes to firing sequence.,[Scimitar bridge],
85.0,,,[Scimitar bridge],(Picard realises he's lost his hand phaser and Shinzon comes at him with a knife. They wrestle again and Picard knocks the knife clear)
85.0,SCIMITAR COMPUTER VOICE,Thalaron intermix level eighty percent.,[Scimitar bridge],
85.0,,,[Scimitar bridge],"(as Shinzon rushes at Picard with another knife, Picard rips a bar off the wall and impales Shinzon on it)"
85.0,SHINZON,I'm glad we're together now. ...Our destiny is complete.,[Scimitar bridge],
85.0,SCIMITAR COMPUTER VOICE,One minute to firing sequence.,[Scimitar bridge],(Shinzon forces himself further onto the bar until he is face-to-face with Picard and can put his hands around Picard's throat)
85.0,,,[Scimitar bridge],
85.0,SCIMITAR COMPUTER VOICE,Thalaron intermix level completed.,[Scimitar bridge],
85.0,,,[Scimitar bridge],(Data enters)
85.0,SCIMITAR COMPUTER VOICE,Thirty seconds to firing sequence.,[Scimitar bridge],
85.0,,,[Scimitar bridge],(Data pushes the dead Shinzon aside)
85.0,DATA,Goodbye.,[Scimitar bridge],
85.0,SCIMITAR COMPUTER VOICE,"Ten, ...nine, ...eight, ...seven, ...six, ...five, ...four, ...three...",[Scimitar bridge],(Data puts the emergency transport unit onto Picard's tunic and activates it)
85.0,,,[Scimitar bridge],
86.0,,,[Enterprise-E bridge],
86.0,,,[Enterprise-E bridge],(Data fires his phaser at the matrix and the Scimitar explodes
86.0,TROI,Data?,[Enterprise-E bridge],
86.0,,,[Enterprise-E bridge],(Picard has rematerialised)
86.0,RIKER,Captain?,[Enterprise-E bridge],
86.0,TROI,It's Data.,[Enterprise-E bridge],(Riker comes onto the bridge and Troi runs into his arms)
86.0,LAFORGE,"Captain, we're being hailed.",[Enterprise-E bridge],
86.0,PICARD,On screen. ...Open a channel.,[Enterprise-E bridge],
86.0,DONATRA (on viewscreen) (OC),This is Commander Donatra of the Valdore. We're dispatching shuttles with medical personnel and supplies.,[Enterprise-E bridge],
86.0,PICARD,"Thank you, Commander.",[Enterprise-E bridge],
86.0,DONATRA (on viewscreen) (OC),"...You've earned a friend in the Romulan Empire today, Captain. ...I hope, the first of many. Valdore out.",[Enterprise-E bridge],
86.0,PICARD,"Geordi, ...prepare the shuttlebay for arrivals. They... They don't know our procedures. ...Just open the doors.",[Enterprise-E bridge],
86.0,LAFORGE,"I'll take care of it, Captain.",[Enterprise-E bridge],
86.0,PICARD,"You have the bridge, Number One.",[Enterprise-E bridge],
87.0,,,[Enterprise-E crew lounge],
87.0,,,[Enterprise-E crew lounge],
87.0,TROI,Thank you.,[Enterprise-E crew lounge],
87.0,RIKER,"Thank you, sir.",[Enterprise-E crew lounge],(Picard is handing out glasses of Chateau Picard)
87.0,PICARD,To absent friends. ...To family.,[Enterprise-E crew lounge],
87.0,TROI,Data.,[Enterprise-E crew lounge],
87.0,LAFORGE (OC),Data.,[Enterprise-E crew lounge],
87.0,RIKER,"The first time I saw Data, he was leaning against a tree in the holodeck ...trying to whistle. ...Funniest thing I ever saw. ...No matter what he did he couldn't get the tune right.",[Enterprise-E crew lounge],
87.0,RIKER (OC),What was that song? I can't remember the song.,[Enterprise-E crew lounge],
87.0,,,[Enterprise-E crew lounge],
87.0,,,[Enterprise-E crew lounge],
88.0,,,[Enterprise-E ready room],(Transcriber's note - the tune is 'Pop Goes the Weasel')
88.0,PICARD,Come. ...Will!,[Enterprise-E ready room],(the Enterprise is being rebuilt in Spacedock)
88.0,RIKER,"Permission to disembark, sir.",[Enterprise-E ready room],
88.0,PICARD,"Granted. ...So, where's the Titan off to?",[Enterprise-E ready room],
88.0,RIKER,"The Neutral Zone, sir. We're heading up the new task force. Apparently the Romulans are interested in talking.",[Enterprise-E ready room],
88.0,PICARD,"Well I can't think of a better man for the job. ...If I may, just a word of advice about your first command.",[Enterprise-E ready room],
88.0,RIKER,Anything.,[Enterprise-E ready room],
88.0,PICARD,"When your first officer insists that you can't go on away missions,...",[Enterprise-E ready room],
88.0,RIKER,...ignore him. I intend to. ...Serving with you has been an honour.,[Enterprise-E ready room],
88.0,PICARD,"The honour was mine, Captain.",[Enterprise-E ready room],
89.0,,,[Picard's quarters],
89.0,PICARD,I don't know if all this has made any sense. I wanted you to know what kind of man he was. In his quest to be more like us ...he helped us to see what it means to be human.,[Picard's quarters],
89.0,B-4,My... my brother was not human.,[Picard's quarters],
89.0,PICARD,"No, he wasn't. But his wonder, his curiosity about every facet of human nature ...allowed all of us to see the best parts of ourselves. He evolved. He embraced change because he always wanted to be better than he was.",[Picard's quarters],
89.0,B-4,I...I do not understand.,[Picard's quarters],
89.0,PICARD,"Well, I hope someday you will.",[Picard's quarters],
89.0,WORF (on intercom),"Captain, the warp engines are ready to go on line.",[Picard's quarters],
89.0,PICARD,I'm on my way. Please inform Commander La Forge.,[Picard's quarters],
89.0,,,[Picard's quarters],
89.0,PICARD,We'll talk later.,[Picard's quarters],
89.0,B-4,'Never saw the sun...' 'Never saw the sun...' 'Never saw the sun...',[Picard's quarters],(B-4 is examining something off Picard's desk)
89.0,PICARD,'...shining so bright',[Picard's quarters],
89.0,B-4,'...shining so bright. Never saw things...',[Picard's quarters],
89.0,PICARD,'...going so right.',[Picard's quarters],
89.0,B-4,'...going so right.',[Picard's quarters],
89.0,,,[Picard's quarters],
89.0,,,[Picard's quarters],
89.0,,,[Picard's quarters],CREDITS
89.0,,,[Picard's quarters],
89.0,,,[Picard's quarters],<Back to the films list
,,,,
,,,,"Star Trek Â® and related marks are trademarks of CBS Studios Inc. Copyright Â© 1966, Present. The Star Trek web pages on this site are for educational and entertainment purposes only. All other copyrights property of their respective holders."
